ID,タイトル
0000033408,男女（３）、５年前の常住都道府県による現住地Ｅ、５歳以上年齢（５歳階級Ａ）、５歳以上人口 （５年前）人口５０万以上区
0000033409,男女（３）、５歳以上年齢（５歳階級Ａ）、５歳以上人口 （５年前）人口５０万以上区、現住都道府県、人口５０万以上の市区
0000033410,男女（３）、現住都道府県による５年前の常住地Ｇ、５歳以上年齢（５歳階級Ａ）、５歳以上人口 （現住地）１３大都市
0000033411,男女（３）、現住都道府県による５年前の常住地Ｈ、５歳以上年齢（５歳階級Ａ）、５歳以上人口、（現住地）市町村 （現住地）市町村
0000033412,男女（３）、現住都道府県による５年前の常住地Ｉ、５歳以上年齢（５歳階級Ａ）、５歳以上人口 （現住地）１３大都市の区
0000033413,５歳以上人口・１５歳以上就業者、現住都道府県による５年前の常住地Ｄ、男女（３）、１５歳以上人口 （現住地）１３大都市
0000033414,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （現住地）１３大都市、５年前の常住都道府県、市区町村
0000033415,５歳以上人口・１５歳以上就業者、現住都道府県による５年前の常住地Ｅ、男女（３）、１５歳以上人口 （現住地）市町村
0000033416,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （現住地）市町村、５年前の常住都道府県、市区町村
0000033417,５歳以上人口・１５歳以上就業者、現住都道府県による５年前の常住地Ｆ、男女（３）、１５歳以上人口 （現住地）１３大都市の区
0000033418,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （現住地）１３大都市の区、５年前の常住都道府県、市区町村
0000033419,５歳以上人口・１５歳以上就業者、５年前の常住都道府県による現住地Ｃ、男女（３）、１５歳以上人口 （５年前）１３大都市
0000033420,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （５年前）１３大都市、現住都道府県、市区町村
0000033421,５歳以上人口・１５歳以上就業者、５年前の常住都道府県による現住地Ｄ、男女（３）、１５歳以上人口 （５年前）市町村
0000033422,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （５年前）市町村、現住都道府県、市区町村
0000033423,５歳以上人口・１５歳以上就業者、５年前の常住都道府県による現住地Ｅ、男女（３）、１５歳以上人口 （５年前）１３大都市の区
0000033424,５歳以上人口・１５歳以上就業者、男女（３）、１５歳以上人口 （５年前）１３大都市の区、現住都道府県、市区町村
0000033425,男女（３）、５年前の常住都道府県（４８区分）、現住都道府県（４７区分）、５歳以上人口 全国
0000033426,男女（３）、５年前の常住地（２区分）、１５歳以上人口 （現住地）都道府県、市区町村
0000033427,男女（３）、１５歳以上人口 （現住地）都道府県、市区町村、５年前の常住都道府県、市区町村
0000033428,男女（３）、現住都道府県による５年前の常住地Ａ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 全国
0000033429,男女（３）、現住都道府県による５年前の常住地Ｂ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市のある都道府県
0000033430,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市のある都道府県、５年前の常住都道府県、人口５０万以上の市区
0000033431,男女（３）、現住都道府県による５年前の常住地Ｃ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市のない県
0000033432,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市のない県、５年前の常住都道府県、人口５０万以上の市区
0000033433,男女（３）、現住都道府県による５年前の常住地Ｄ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市
0000033434,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住地）１３大都市、５年前の常住都道府県、人口５０万以上の市区
0000033435,男女（３）、現住都道府県による５年前の常住地Ｅ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住）人口５０万以上市
0000033436,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住）人口５０万以上市、５年前の常住都道府県、人口５０万以上の市区
0000033437,男女（３）、現住都道府県による５年前の常住地Ｆ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住）人口５０万以上区
0000033438,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （現住）人口５０万以上区、５年前の常住都道府県、人口５０万以上の市区
0000033439,男女（３）、５年前の常住都道府県による現住地Ａ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市のある都道府県
0000033440,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市のある都道府県、現住都道府県、人口５０万以上の市区
0000033441,男女（３）、５年前の常住都道府県による現住地Ｂ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市のない県
0000033442,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市のない県、現住都道府県、人口５０万以上の市区
0000033443,男女（３）、５年前の常住都道府県による現住地Ｃ、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市
0000033444,男女（３）、労働力状態（５区分）・産業（大分類）、１５歳以上人口 （５年前）１３大都市、現住都道府県、人口５０万以上の市区
